Year,Zip_Code,county,Age_Group,Number_of_Asthma_ED_Visits,Age_Adjusted_Rate_of_Asthma_ED_V
2013,93402,San Luis Obispo,All Ages,50,40.7
2013,93405,San Luis Obispo,All Ages,44,21.4
2013,93420,San Luis Obispo,All Ages,67,32.6
2013,93422,San Luis Obispo,All Ages,75,26
2013,93427,Santa Barbara,All Ages,12,18.4
2013,93433,San Luis Obispo,All Ages,51,42.3
2013,93434,Santa Barbara,All Ages,45,51.1
2013,93436,Santa Barbara,All Ages,291,53.4
2013,93442,San Luis Obispo,All Ages,24,22.2
2013,93444,San Luis Obispo,All Ages,70,42.3
2013,93445,San Luis Obispo,All Ages,25,34.8
2013,93446,San Luis Obispo,All Ages,151,34.7
2013,93449,San Luis Obispo,All Ages,14,28.5
2013,93454,Santa Barbara,All Ages,214,55
2013,93455,Santa Barbara,All Ages,139,36.2
2013,93458,Santa Barbara,All Ages,250,40
2013,93463,Santa Barbara,All Ages,24,33.1
2013,93465,San Luis Obispo,All Ages,31,43.6
2013,93501,Kern,All Ages,68,119.2
2013,93505,Kern,All Ages,91,63.2
2013,93510,Los Angeles,All Ages,24,34
2013,93514,Inyo,All Ages,54,44.5
2013,93516,Kern,All Ages,14,67.7
2013,93527,Kern,All Ages,15,73.2
2013,93534,Los Angeles,All Ages,546,135.6
2013,93535,Los Angeles,All Ages,853,112.1
2013,93536,Los Angeles,All Ages,307,43.5
2013,93543,Los Angeles,All Ages,68,51.1
2013,93546,Mono,All Ages,34,35
2013,93550,Los Angeles,All Ages,754,96
2013,93551,Los Angeles,All Ages,188,37.5
2013,93552,Los Angeles,All Ages,229,56.1
2013,93555,Kern,All Ages,185,59.8
2013,93560,Kern,All Ages,95,49.1
2013,93561,Kern,All Ages,119,35.4
2013,93591,Los Angeles,All Ages,70,95.2
2013,93602,Fresno,All Ages,20,54.2
2013,93609,Fresno,All Ages,43,70.7
2013,93610,Madera,All Ages,101,45.4
2013,93611,Fresno,All Ages,199,47.4
2013,93612,Fresno,All Ages,275,81.3
2013,93614,Madera,All Ages,19,18.3
2013,93615,Tulare,All Ages,24,43.3
2013,93616,Fresno,All Ages,14,49.4
2013,93618,Tulare,All Ages,111,31.6
2013,93619,Fresno,All Ages,79,24.4
2013,93620,Merced,All Ages,123,124.4
2013,93622,Fresno,All Ages,64,54.1
2013,93625,Fresno,All Ages,59,75.7
2013,93630,Fresno,All Ages,86,40.5
2013,93631,Fresno,All Ages,94,52.1
2013,93635,Merced,All Ages,417,104.3
2013,93636,Madera,All Ages,34,30.7
2013,93637,Madera,All Ages,229,54.9
2013,93638,Madera,All Ages,414,72.3
2013,93640,Fresno,All Ages,69,51.1
2013,93644,Madera,All Ages,15,20.1
2013,93646,Fresno,All Ages,69,65
2013,93647,Tulare,All Ages,64,47
2013,93648,Fresno,All Ages,154,84.4
2013,93650,Fresno,All Ages,68,195
2013,93654,Fresno,All Ages,170,54.9
2013,93656,Fresno,All Ages,44,59.6
2013,93657,Fresno,All Ages,192,51.7
2013,93660,Fresno,All Ages,24,44.6
2013,93662,Fresno,All Ages,259,80.8
2013,93667,Fresno,All Ages,19,73.7
2013,93675,Fresno,All Ages,17,46.9
2013,93701,Fresno,All Ages,197,148.8
2013,93702,Fresno,All Ages,526,105
2013,93703,Fresno,All Ages,425,126.9
2013,93704,Fresno,All Ages,224,86.8
2013,93705,Fresno,All Ages,447,109.8
2013,93706,Fresno,All Ages,529,117.5
2013,93710,Fresno,All Ages,210,74.2
2013,93711,Fresno,All Ages,136,41.1
2013,93720,Fresno,All Ages,155,35.1
2013,93721,Fresno,All Ages,45,70.7
2013,93722,Fresno,All Ages,680,82.7
2013,93723,Fresno,All Ages,46,42.9
2013,93725,Fresno,All Ages,208,73.6
2013,93726,Fresno,All Ages,425,106.2
2013,93727,Fresno,All Ages,465,58.9
2013,93728,Fresno,All Ages,188,115
2013,93730,Fresno,All Ages,27,23.9
2013,93901,Monterey,All Ages,266,98.9
2013,93905,Monterey,All Ages,469,67.8
2013,93906,Monterey,All Ages,395,66.2
2013,93907,Monterey,All Ages,113,50
2013,93908,Monterey,All Ages,22,14.3
2013,93926,Monterey,All Ages,45,46.5
2013,93927,Monterey,All Ages,68,33.8
2013,93930,Monterey,All Ages,46,23.7
2013,93933,Monterey,All Ages,102,46.9
2013,93940,Monterey,All Ages,79,29.5
2013,93950,Monterey,All Ages,44,34.4
2013,93955,Monterey,All Ages,176,50.5
2013,93960,Monterey,All Ages,66,26.4
2013,94002,San Mateo,All Ages,68,24.8
2013,94005,San Mateo,All Ages,17,39.8
2013,94010,San Mateo,All Ages,97,23.6
2013,94014,San Mateo,All Ages,241,51.5
2013,94015,San Mateo,All Ages,251,40.1
2013,94019,San Mateo,All Ages,73,35.3
2013,94022,Santa Clara,All Ages,13,8.8
2013,94024,Santa Clara,All Ages,15,8.1
2013,94025,San Mateo,All Ages,82,19.9
2013,94030,San Mateo,All Ages,75,32.1
2013,94040,Santa Clara,All Ages,55,16.9
2013,94041,Santa Clara,All Ages,25,19.3
2013,94043,Santa Clara,All Ages,46,17.3
2013,94044,San Mateo,All Ages,128,35.6
2013,94061,San Mateo,All Ages,146,38.5
2013,94062,San Mateo,All Ages,61,24.3
2013,94063,San Mateo,All Ages,199,63.4
2013,94065,San Mateo,All Ages,19,15.9
2013,94066,San Mateo,All Ages,214,48.7
2013,94070,San Mateo,All Ages,65,23.3
2013,94080,San Mateo,All Ages,305,47.9
2013,94085,Santa Clara,All Ages,77,38.6
2013,94086,Santa Clara,All Ages,78,16.5
2013,94087,Santa Clara,All Ages,70,13.1
2013,94089,Santa Clara,All Ages,69,33.8
2013,94102,San Francisco,All Ages,302,104.1
2013,94103,San Francisco,All Ages,213,78.7
2013,94107,San Francisco,All Ages,78,34.3
2013,94108,San Francisco,All Ages,26,22.3
2013,94109,San Francisco,All Ages,149,28
2013,94110,San Francisco,All Ages,308,48.4
2013,94112,San Francisco,All Ages,328,46.3
2013,94114,San Francisco,All Ages,65,23.3
2013,94115,San Francisco,All Ages,153,54.1
2013,94116,San Francisco,All Ages,94,23.7
2013,94117,San Francisco,All Ages,94,35.9
2013,94118,San Francisco,All Ages,70,20.2
2013,94121,San Francisco,All Ages,77,20.5
2013,94122,San Francisco,All Ages,96,20.2
2013,94123,San Francisco,All Ages,36,25.4
2013,94124,San Francisco,All Ages,393,115.4
2013,94127,San Francisco,All Ages,29,16.6
2013,94130,San Francisco,All Ages,37,153.2
2013,94131,San Francisco,All Ages,75,31
2013,94132,San Francisco,All Ages,94,41
2013,94133,San Francisco,All Ages,84,36.7
2013,94134,San Francisco,All Ages,205,50.4
2013,94301,Santa Clara,All Ages,24,14.5
2013,94303,Santa Clara,All Ages,268,55.1
2013,94306,Santa Clara,All Ages,26,9.9
2013,94401,San Mateo,All Ages,202,58.5
2013,94402,San Mateo,All Ages,76,30.7
2013,94403,San Mateo,All Ages,143,36.5
2013,94404,San Mateo,All Ages,61,18.2
2013,94501,Alameda,All Ages,293,50.6
2013,94502,Alameda,All Ages,23,20.8
2013,94503,Napa,All Ages,102,51.1
2013,94505,Contra Costa,All Ages,63,49.5
2013,94506,Contra Costa,All Ages,34,14.4
2013,94507,Contra Costa,All Ages,18,10.5
2013,94509,Contra Costa,All Ages,885,140.4
2013,94510,Solano,All Ages,117,46.7
2013,94511,Contra Costa,All Ages,17,71.9
2013,94513,Contra Costa,All Ages,236,40.4
2013,94515,Napa,All Ages,15,23.2
2013,94517,Contra Costa,All Ages,24,21.5
2013,94518,Contra Costa,All Ages,101,37.8
2013,94519,Contra Costa,All Ages,97,51.1
2013,94520,Contra Costa,All Ages,384,100.5
2013,94521,Contra Costa,All Ages,184,44.9
2013,94523,Contra Costa,All Ages,120,35.3
2013,94525,Contra Costa,All Ages,16,50.5
2013,94526,Contra Costa,All Ages,69,23.1
2013,94530,Contra Costa,All Ages,90,37.6
2013,94531,Contra Costa,All Ages,371,91.2
2013,94533,Solano,All Ages,639,89.5
2013,94534,Solano,All Ages,134,36.6
2013,94536,Alameda,All Ages,305,43
2013,94538,Alameda,All Ages,319,54.4
2013,94539,Alameda,All Ages,62,13.6
2013,94541,Alameda,All Ages,608,96.5
2013,94542,Alameda,All Ages,56,47.3
2013,94544,Alameda,All Ages,607,83.4
2013,94545,Alameda,All Ages,288,94.3
2013,94546,Alameda,All Ages,243,60.8
2013,94547,Contra Costa,All Ages,114,49.6
2013,94549,Contra Costa,All Ages,49,19.5
2013,94550,Alameda,All Ages,129,27.9
2013,94551,Alameda,All Ages,104,31.6
2013,94552,Alameda,All Ages,27,20.6
2013,94553,Contra Costa,All Ages,274,63.8
2013,94555,Alameda,All Ages,109,31.6
2013,94556,Contra Costa,All Ages,16,10.2
2013,94558,Napa,All Ages,264,39.3
2013,94559,Napa,All Ages,123,45.4
2013,94560,Alameda,All Ages,287,67.1
2013,94561,Contra Costa,All Ages,248,64.8
2013,94563,Contra Costa,All Ages,27,15
2013,94564,Contra Costa,All Ages,74,39.6
2013,94565,Contra Costa,All Ages,1067,119.6
2013,94566,Alameda,All Ages,96,24.4
2013,94568,Alameda,All Ages,129,26.9
2013,94571,Solano,All Ages,36,52.3
2013,94572,Contra Costa,All Ages,93,107.1
2013,94574,Napa,All Ages,29,33.1
2013,94577,Alameda,All Ages,322,69.9
2013,94578,Alameda,All Ages,369,92.2
2013,94579,Alameda,All Ages,102,51.8
2013,94580,Alameda,All Ages,191,66.1
2013,94582,Contra Costa,All Ages,104,23.5
2013,94583,Contra Costa,All Ages,111,32.8
2013,94585,Solano,All Ages,203,74.8
2013,94587,Alameda,All Ages,437,62.6
2013,94588,Alameda,All Ages,72,24.9
2013,94589,Solano,All Ages,376,130
2013,94590,Solano,All Ages,577,164.8
2013,94591,Solano,All Ages,399,76.1
2013,94595,Contra Costa,All Ages,42,20.1
2013,94596,Contra Costa,All Ages,71,37.1
2013,94597,Contra Costa,All Ages,55,24.8
2013,94598,Contra Costa,All Ages,55,22.8
2013,94601,Alameda,All Ages,519,96.4
2013,94602,Alameda,All Ages,208,71.3
2013,94603,Alameda,All Ages,560,174.6
2013,94605,Alameda,All Ages,595,154.5
2013,94606,Alameda,All Ages,331,96.9
2013,94607,Alameda,All Ages,382,148
2013,94608,Alameda,All Ages,318,120.5
2013,94609,Alameda,All Ages,196,101.4
2013,94610,Alameda,All Ages,100,34.9
2013,94611,Alameda,All Ages,86,24.4
2013,94612,Alameda,All Ages,166,115.7
2013,94618,Alameda,All Ages,30,18.8
2013,94619,Alameda,All Ages,187,87.8
2013,94621,Alameda,All Ages,533,171.4
2013,94702,Alameda,All Ages,115,75.9
2013,94703,Alameda,All Ages,166,85.3
2013,94704,Alameda,All Ages,43,44.6
2013,94705,Alameda,All Ages,36,33.8
2013,94706,Alameda,All Ages,52,27.1
2013,94707,Alameda,All Ages,27,23.3
2013,94708,Alameda,All Ages,17,14.5
2013,94709,Alameda,All Ages,17,27.3
2013,94710,Alameda,All Ages,53,68.9
2013,94801,Contra Costa,All Ages,482,152.7
2013,94803,Contra Costa,All Ages,142,63
2013,94804,Contra Costa,All Ages,528,133.9
2013,94805,Contra Costa,All Ages,79,55.4
2013,94806,Contra Costa,All Ages,546,91.1
2013,94901,Marin,All Ages,134,32.4
2013,94903,Marin,All Ages,90,31.6
2013,94904,Marin,All Ages,23,16.7
2013,94920,Marin,All Ages,15,15.3
2013,94925,Marin,All Ages,21,30.4
2013,94928,Sonoma,All Ages,168,41
2013,94930,Marin,All Ages,22,23.1
2013,94931,Sonoma,All Ages,31,36.7
2013,94941,Marin,All Ages,58,17.7
2013,94945,Marin,All Ages,65,36.5
2013,94947,Marin,All Ages,81,35
2013,94949,Marin,All Ages,72,40.8
2013,94951,Sonoma,All Ages,13,33.6
2013,94952,Sonoma,All Ages,110,36.2
2013,94954,Sonoma,All Ages,159,43.9
2013,94960,Marin,All Ages,22,14.5
2013,94965,Marin,All Ages,26,25.7
2013,95003,Santa Cruz,All Ages,37,17.9
2013,95006,Santa Cruz,All Ages,16,17.8
2013,95008,Santa Clara,All Ages,114,24
2013,95010,Santa Cruz,All Ages,41,47.4
2013,95012,Monterey,All Ages,80,77.7
2013,95014,Santa Clara,All Ages,60,9.3
2013,95018,Santa Cruz,All Ages,16,24.3
2013,95019,Santa Cruz,All Ages,47,81.4
2013,95020,Santa Clara,All Ages,315,51.5
2013,95023,San Benito,All Ages,267,53.6
2013,95030,Santa Clara,All Ages,20,16.5
2013,95032,Santa Clara,All Ages,54,21.1
2013,95033,Santa Cruz,All Ages,16,13.2
2013,95035,Santa Clara,All Ages,145,21.7
2013,95037,Santa Clara,All Ages,120,26.1
2013,95045,San Benito,All Ages,19,42.5
2013,95046,Santa Clara,All Ages,32,59.2
2013,95050,Santa Clara,All Ages,103,27.9
2013,95051,Santa Clara,All Ages,115,20.8
2013,95054,Santa Clara,All Ages,42,18.2
2013,95060,Santa Cruz,All Ages,125,32.6
2013,95062,Santa Cruz,All Ages,99,29.8
2013,95065,Santa Cruz,All Ages,25,29
2013,95066,Santa Cruz,All Ages,34,25
2013,95070,Santa Clara,All Ages,34,13.5
2013,95073,Santa Cruz,All Ages,35,35.6
2013,95076,Santa Cruz,All Ages,475,53.6
2013,95110,Santa Clara,All Ages,55,28
2013,95111,Santa Clara,All Ages,286,47.6
2013,95112,Santa Clara,All Ages,295,55.1
2013,95116,Santa Clara,All Ages,302,56.5
2013,95117,Santa Clara,All Ages,115,39.4
2013,95118,Santa Clara,All Ages,115,36.6
2013,95119,Santa Clara,All Ages,42,41
2013,95120,Santa Clara,All Ages,48,16.8
2013,95121,Santa Clara,All Ages,130,34.2
2013,95122,Santa Clara,All Ages,297,51.8
2013,95123,Santa Clara,All Ages,280,44.3
2013,95124,Santa Clara,All Ages,106,22.1
2013,95125,Santa Clara,All Ages,168,31.3
2013,95126,Santa Clara,All Ages,143,43.7
2013,95127,Santa Clara,All Ages,271,44.7
2013,95128,Santa Clara,All Ages,140,41.2
2013,95129,Santa Clara,All Ages,57,15.1
2013,95130,Santa Clara,All Ages,35,24
2013,95131,Santa Clara,All Ages,81,27.1
2013,95132,Santa Clara,All Ages,96,24.6
2013,95133,Santa Clara,All Ages,76,28.3
2013,95134,Santa Clara,All Ages,36,24
2013,95135,Santa Clara,All Ages,39,20.9
2013,95136,Santa Clara,All Ages,125,28.7
2013,95138,Santa Clara,All Ages,43,21.4
2013,95139,Santa Clara,All Ages,24,37.9
2013,95148,Santa Clara,All Ages,136,32.1
2013,95202,San Joaquin,All Ages,131,218
2013,95203,San Joaquin,All Ages,193,111.1
2013,95204,San Joaquin,All Ages,212,75.2
2013,95205,San Joaquin,All Ages,372,95.8
2013,95206,San Joaquin,All Ages,548,79.7
2013,95207,San Joaquin,All Ages,373,77.3
2013,95209,San Joaquin,All Ages,209,52.8
2013,95210,San Joaquin,All Ages,320,83.9
2013,95212,San Joaquin,All Ages,106,38.3
2013,95215,San Joaquin,All Ages,126,55.5
2013,95219,San Joaquin,All Ages,101,36.6
2013,95220,San Joaquin,All Ages,13,21.7
2013,95222,Calaveras,All Ages,12,21.7
2013,95228,Calaveras,All Ages,17,55.5
2013,95231,San Joaquin,All Ages,31,81.7
2013,95240,San Joaquin,All Ages,207,42.7
2013,95242,San Joaquin,All Ages,57,24.3
2013,95249,Calaveras,All Ages,41,122
2013,95252,Calaveras,All Ages,82,54.6
2013,95258,San Joaquin,All Ages,14,35.3
2013,95301,Merced,All Ages,217,56.7
2013,95304,San Joaquin,All Ages,72,46.1
2013,95307,Stanislaus,All Ages,200,45.9
2013,95310,Tuolumne,All Ages,18,103.5
2013,95315,Merced,All Ages,70,47.5
2013,95316,Stanislaus,All Ages,25,40.6
2013,95320,San Joaquin,All Ages,47,38.1
2013,95321,Tuolumne,All Ages,13,31.8
2013,95322,Merced,All Ages,48,50.6
2013,95324,Merced,All Ages,28,39.4
2013,95326,Stanislaus,All Ages,35,35.3
2013,95327,Tuolumne,All Ages,56,68.6
2013,95328,Stanislaus,All Ages,25,50.5
2013,95329,Stanislaus,All Ages,12,72.8
2013,95330,San Joaquin,All Ages,145,75.8
2013,95333,Merced,All Ages,24,51.5
2013,95334,Merced,All Ages,68,40.5
2013,95336,San Joaquin,All Ages,412,93.8
2013,95337,San Joaquin,All Ages,212,62.9
2013,95338,Mariposa,All Ages,50,57.2
2013,95340,Merced,All Ages,477,140.4
2013,95341,Merced,All Ages,307,87
2013,95348,Merced,All Ages,259,83.8
2013,95350,Stanislaus,All Ages,415,85.2
2013,95351,Stanislaus,All Ages,431,89.2
2013,95354,Stanislaus,All Ages,210,80.2
2013,95355,Stanislaus,All Ages,339,59
2013,95356,Stanislaus,All Ages,159,48.4
2013,95357,Stanislaus,All Ages,62,47.4
2013,95358,Stanislaus,All Ages,201,62.8
2013,95360,Stanislaus,All Ages,44,36.1
2013,95361,Stanislaus,All Ages,156,50.8
2013,95363,Stanislaus,All Ages,103,37.6
2013,95365,Merced,All Ages,47,162.2
2013,95366,San Joaquin,All Ages,69,42.6
2013,95367,Stanislaus,All Ages,123,51.1
2013,95368,Stanislaus,All Ages,70,50.5
2013,95370,Tuolumne,All Ages,141,61.9
2013,95372,Tuolumne,All Ages,12,81.9
2013,95376,San Joaquin,All Ages,484,96.1
2013,95377,San Joaquin,All Ages,141,47.7
2013,95379,Tuolumne,All Ages,12,36
2013,95380,Stanislaus,All Ages,280,66.7
2013,95382,Stanislaus,All Ages,114,30.5
2013,95383,Tuolumne,All Ages,13,29.8
2013,95386,Stanislaus,All Ages,52,54.8
2013,95388,Merced,All Ages,75,56.9
2013,95391,San Joaquin,All Ages,48,43.4
2013,95401,Sonoma,All Ages,197,53.9
2013,95403,Sonoma,All Ages,226,49.9
2013,95404,Sonoma,All Ages,202,46.2
2013,95405,Sonoma,All Ages,57,26.3
2013,95407,Sonoma,All Ages,251,62.5
2013,95409,Sonoma,All Ages,76,35.2
2013,95422,Lake,All Ages,178,109.1
2013,95423,Lake,All Ages,21,68.1
2013,95425,Sonoma,All Ages,32,26.4
2013,95428,Mendocino,All Ages,12,53
2013,95436,Sonoma,All Ages,30,67.3
2013,95437,Mendocino,All Ages,92,72.4
2013,95446,Sonoma,All Ages,17,30.5
2013,95448,Sonoma,All Ages,57,37.2
2013,95451,Lake,All Ages,38,36.3
2013,95453,Lake,All Ages,62,55.4
2013,95454,Mendocino,All Ages,12,42.8
2013,95457,Lake,All Ages,34,148.5
2013,95458,Lake,All Ages,27,86.3
2013,95461,Lake,All Ages,14,29.4
2013,95464,Lake,All Ages,17,83.7
2013,95469,Mendocino,All Ages,14,105.3
2013,95470,Mendocino,All Ages,19,37.4
2013,95472,Sonoma,All Ages,91,33.2
2013,95476,Sonoma,All Ages,80,23.7
2013,95482,Mendocino,All Ages,188,60.6
2013,95490,Mendocino,All Ages,80,64.3
2013,95492,Sonoma,All Ages,85,31.8
2013,95501,Humboldt,All Ages,195,80.1
2013,95503,Humboldt,All Ages,147,61.9
2013,95519,Humboldt,All Ages,110,62.5
2013,95521,Humboldt,All Ages,92,45.8
2013,95531,Del Norte,All Ages,126,53.9
2013,95536,Humboldt,All Ages,12,43.9
2013,95540,Humboldt,All Ages,132,94.8
2013,95542,Humboldt,All Ages,15,34.1
2013,95562,Humboldt,All Ages,45,137.8
2013,95570,Humboldt,All Ages,15,66.4
2013,95602,Placer,All Ages,57,33.8
2013,95603,Placer,All Ages,90,32.8
2013,95605,Yolo,All Ages,107,75
2013,95608,Sacramento,All Ages,452,79
2013,95610,Sacramento,All Ages,209,47.6
2013,95616,Yolo,All Ages,67,18.7
2013,95618,Yolo,All Ages,52,19.5
2013,95619,El Dorado,All Ages,29,117.5
2013,95620,Solano,All Ages,89,43.2
2013,95621,Sacramento,All Ages,195,47.8
2013,95623,El Dorado,All Ages,14,34.4
2013,95624,Sacramento,All Ages,268,44.2
2013,95626,Sacramento,All Ages,29,48.3
2013,95627,Yolo,All Ages,13,26
2013,95628,Sacramento,All Ages,115,32
2013,95630,Sacramento,All Ages,131,19
2013,95631,Placer,All Ages,14,19
2013,95632,Sacramento,All Ages,107,33.6
2013,95640,Amador,All Ages,47,43.3
2013,95642,Amador,All Ages,86,145.6
2013,95648,Placer,All Ages,164,33.8
2013,95650,Placer,All Ages,29,22
2013,95655,Sacramento,All Ages,17,47.7
2013,95658,Placer,All Ages,20,32
2013,95660,Sacramento,All Ages,319,99
2013,95661,Placer,All Ages,144,49.4
2013,95662,Sacramento,All Ages,121,39.1
2013,95665,Amador,All Ages,23,56
2013,95666,Amador,All Ages,37,82
2013,95667,El Dorado,All Ages,157,45.8
2013,95669,Amador,All Ages,16,57.5
2013,95670,Sacramento,All Ages,268,50.9
2013,95673,Sacramento,All Ages,89,60.2
2013,95677,Placer,All Ages,109,46.9
2013,95678,Placer,All Ages,177,41.9
2013,95682,El Dorado,All Ages,67,25.9
2013,95685,Amador,All Ages,31,87.2
2013,95687,Solano,All Ages,348,54.5
2013,95688,Solano,All Ages,209,62.1
2013,95691,Yolo,All Ages,180,50.2
2013,95692,Yuba,All Ages,13,26.8
2013,95693,Sacramento,All Ages,15,22.9
2013,95694,Yolo,All Ages,24,28.8
2013,95695,Yolo,All Ages,169,43.3
2013,95713,Placer,All Ages,27,27.2
2013,95726,El Dorado,All Ages,43,49.1
2013,95742,Sacramento,All Ages,21,24.1
2013,95746,Placer,All Ages,31,14.7
2013,95747,Placer,All Ages,165,29.1
2013,95757,Sacramento,All Ages,193,47.3
2013,95758,Sacramento,All Ages,278,46.3
2013,95762,El Dorado,All Ages,64,18.7
2013,95765,Placer,All Ages,73,20.2
2013,95776,Yolo,All Ages,104,47.7
2013,95811,Sacramento,All Ages,52,77.9
2013,95814,Sacramento,All Ages,74,105.2
2013,95815,Sacramento,All Ages,331,129.9
2013,95816,Sacramento,All Ages,71,53.6
2013,95817,Sacramento,All Ages,135,101.7
2013,95818,Sacramento,All Ages,115,57.7
2013,95819,Sacramento,All Ages,47,31.9
2013,95820,Sacramento,All Ages,354,99.5
2013,95821,Sacramento,All Ages,334,99.5
2013,95822,Sacramento,All Ages,378,91.4
2013,95823,Sacramento,All Ages,923,122.5
2013,95824,Sacramento,All Ages,369,118.9
2013,95825,Sacramento,All Ages,350,124.1
2013,95826,Sacramento,All Ages,183,53.2
2013,95827,Sacramento,All Ages,110,52.4
2013,95828,Sacramento,All Ages,508,85.3
2013,95829,Sacramento,All Ages,113,47.6
2013,95831,Sacramento,All Ages,148,37.8
2013,95832,Sacramento,All Ages,139,109.2
2013,95833,Sacramento,All Ages,268,71.8
2013,95834,Sacramento,All Ages,181,69.1
2013,95835,Sacramento,All Ages,166,44.3
2013,95838,Sacramento,All Ages,394,104.1
2013,95841,Sacramento,All Ages,186,97.5
2013,95842,Sacramento,All Ages,310,98.4
2013,95843,Sacramento,All Ages,254,58
2013,95864,Sacramento,All Ages,91,42.5
2013,95901,Yuba,All Ages,175,53.8
2013,95917,Butte,All Ages,14,55.6
2013,95926,Butte,All Ages,147,44.1
2013,95928,Butte,All Ages,130,36.3
2013,95932,Colusa,All Ages,37,48.7
2013,95945,Nevada,All Ages,163,75.6
2013,95946,Nevada,All Ages,37,47
2013,95948,Butte,All Ages,56,52.3
2013,95949,Nevada,All Ages,47,23.2
2013,95953,Sutter,All Ages,33,29.2
2013,95954,Butte,All Ages,74,69.6
2013,95959,Nevada,All Ages,40,25.6
2013,95961,Yuba,All Ages,128,49.6
2013,95963,Glenn,All Ages,58,35.4
2013,95965,Butte,All Ages,113,58.2
2013,95966,Butte,All Ages,175,64.5
2013,95969,Butte,All Ages,98,40.4
