name,county,acres,long,lat,year,date_end,date_start,days
Hwy Fire,Butte,300,-121.693472,39.622137,2019,9/28/2019,9/28/2019,0.00
Lake Fire,Monterey,306,-120.984167,35.908333,2019,NA,7/29/2019,NA
Foothills Fire,Placer,308,-121.325842,38.838992,2019,NA,11/25/2019,NA
46 Fire,Riverside,328,-117.414111,33.985972,2019,11/3/2019,10/31/2019,3.00
Marsh Complex,Contra Costa,340,-121.872941,37.908362,2019,8/6/2019,8/3/2019,3.00
Reche Fire,Riverside,350,-117.207068,33.975405,2019,10/13/2019,10/10/2019,3.00
Broder Fire,Tulare,381,-118.185,36.151,2019,09/26/2019,9/6/2019,20.00
Real Fire,Santa Barbara,420,-120.190833,34.484722,2019,10/21/2019,10/17/2019,4.00
Hunter Fire,Mariposa,433,-120.208019,37.532028,2019,NA,8/15/2019,NA
Mesa Fire,Kern,448,-118.41204,35.60989,2019,08/05/2019,7/31/2019,5.00
Caliente Fire,San Diego,448,-117.026667,32.575556,2019,8/3/2019,8/1/2019,2.00
Swedes Fire,Butte,496,-121.412619,39.45296,2019,9/13/2019,9/7/2019,6.00
Jerry Fire,Riverside,500,-117.103765,33.919507,2019,6/24/2019,6/21/2019,3.00
Horseshoe Fire,Riverside,503,-117.043723,33.4853,2019,NA,9/14/2019,NA
American Fire,Napa,526,-122.211671,38.165873,2019,10/7/2019,10/6/2019,1.00
Stuhr Fire,Stanislaus,581,-121.09375,37.25988,2019,6/11/2019,6/7/2019,4.00
Mountain Fire,Shasta,600,-122.241944,40.715556,2019,8/26/2019,8/22/2019,4.00
Rawson Fire,Tehama,605,-122.25421,40.00171,2019,10/28/2019,10/27/2019,1.00
Hill Fire,Riverside,628,-117.4625,34.01778,2019,11/2/2019,10/31/2019,2.00
Baseline Fire,Placer,640,-121.432636,38.751648,2019,NA,9/20/2019,NA
Burris Fire,Mendocino,703,-123.12887,39.22431,2019,11/3/2019,10/27/2019,7.00
Getty Fire,Los Angeles,745,-118.478717,34.098191,2019,11/5/2019,10/28/2019,8.00
Creek Fire,Tulare,756,-119.030621,36.40193,2019,09/04/2019,8/31/2019,4.00
Belmont Fire,San Luis Obispo,835,-119.96498,35.30759,2019,6/3/2019,5/29/2019,5.00
Gillis Fire,San Luis Obispo,1010,-120.2691666,35.6311111,2019,7/9/2019,7/8/2019,1.00
Sandalwood Fire,Riverside,1011,-117.059167,33.9925,2019,11/01/2019,10/10/2019,22.00
W1 McDonald Fire,Lassen,1020,-120.275298,40.943799,2019,8/11/2019,8/8/2019,3.00
Boulder Fire,San Luis Obispo,1075,-119.913717,35.343761,2019,6/11/2019,6/5/2019,6.00
Jasper Fire,State of Nevada,1165,-119.769881,39.631945,2019,7/16/2019,7/13/2019,3.00
Gaines Fire,Mariposa,1300,-120.177018,37.536069,2019,08/20/2019,8/16/2019,4.00
Ward Fire,State of Oregon,1301,-122.175,42.033,2019,8/18/2019,8/9/2019,9.00
West Butte Fire,Sutter,1350,-121.85906,39.28926,2019,6/17/2019,6/8/2019,9.00
Border 8 Fire,Mexico,1507,-116.658735,32.573437,2019,8/17/2019,8/16/2019,1.00
West Fire,Los Angeles,1575,-118.254,34.91,2019,NA,8/13/2019,NA
McMillan Fire,San Luis Obispo,1763,-120.41128,35.66318,2019,6/24/2019,6/12/2019,12.00
Lime Fire,Siskiyou,1872,-122.662258,41.862237,2019,10/24/2019,9/7/2019,47.00
Tenaja,Riverside,1926,-117.273157,33.528469,2019,9/14/2019,9/4/2019,10.00
Cow Fire,Inyo,1975,-118.228,36.284,2019,10/11/2019,9/6/2019,35.00
Sand Fire,Yolo,2220,-122.23922,38.88978,2019,6/17/2019,6/8/2019,9.00
Easy Fire,Ventura,2375,-118.803389,34.282179,2019,11/2/2019,10/30/2019,3.00
Rock Fire,Stanislaus,2420,-121.28312,37.46577,2019,6/27/2019,6/25/2019,2.00
Long Valley Fire,Lassen,2438,-120.029722,39.892222,2019,8/27/2019,8/24/2019,3.00
Refuge Fire,Kern,2500,-119.62762,35.72057,2019,5/9/2019,5/7/2019,2.00
Ranch Fire,Tehama,2534,-122.637837,40.036379,2019,11/14/2019,11/3/2019,11.00
Lonoak Fire,Monterey,2546,-120.94771,36.28426,2019,6/26/2019,6/25/2019,1.00
Cave Fire,Santa Barbara,3126,-119.785,34.5025,2019,12/14/2019,11/25/2019,19.00
R-1 Fire,Lassen,3380,-120.581,40.593,2019,9/4/2019,8/28/2019,7.00
Caples Fire,El Dorado,3435,-120.145,38.724,2019,11/01/2019,10/11/2019,21.00
Tick Fire,Los Angeles,4615,-118.368056,34.472778,2019,10/31/2019,10/24/2019,7.00
Springs Fire,Mono,4840,-118.872,37.826,2019,10/24/2019,9/6/2019,48.00
South Fire,Tehama,5332,-122.789,40.109,2019,10/11/2019,9/5/2019,36.00
Briceburg Fire,Mariposa,5563,-119.96606,37.604638,2019,10/24/2019,10/6/2019,18.00
Lone Fire,Modoc,5737,-121.056,41.748,2019,9/13/2019,9/6/2019,7.00
Saddle Ridge Fire,Los Angeles,8799,-118.48161,34.32988,2019,10/31/2019,10/10/2019,21.00
Red Bank Fire,Tehama,8836,-122.64,40.12,2019,9/13/2019,9/5/2019,8.00
Maria Fire,Ventura,9999,-118.997115,34.302212,2019,11/6/2019,10/31/2019,6.00
Taboose Fire,Inyo,10296,-118.345,37.034,2019,11/21/2019,9/6/2019,76.00
Tucker Fire,Modoc,14217,-121.260305,41.79591,2019,8/11/2019,7/28/2019,14.00
Walker Fire,Plumas,54612,-120.680556,40.061389,2019,10/24/2019,9/4/2019,50.00
Kincade Fire,Sonoma,77758,-122.780053,38.792458,2019,11/6/2019,10/23/2019,14.00
Elliot Fire,Riverside,2,-117.108421,33.623968,2020,7/13/2020,7/13/2020,0.00
Olinda Fire,Shasta,5,-122.342,40.41486,2020,10/25/2020,10/25/2020,0.00
Ferry Fire,Butte,6,-121.54475,39.51694,2020,10/22/2020,10/22/2020,0.00
Perry Fire,Placer,9,-121.10411,38.8825,2020,08/26/2020,8/26/2020,0.00
Nash Fire,Mendocino,10,-123.48018,39.1296,2020,06/01/2020,6/1/2020,0.00
Dawson Fire,Riverside,10,-117.461925,33.776033,2020,6/13/2020,6/13/2020,0.00
Quarter Fire,Tuolumne,10,-120.20316,38.08264,2020,7/7/2020,6/21/2020,16.00
Tripp Fire,Riverside,10,-116.7464168,33.551838,2020,7/9/2020,7/9/2020,0.00
East Fire,Modoc,11,-120.54161,41.5017,2020,06/21/2020,6/20/2020,1.00
58 Fire,Riverside,12,-115.96594,33.27665,2020,6/27/2020,6/24/2020,3.00
Muck Fire,Lassen,12,-121.2199939,41.0336731,2020,6/29/2020,6/29/2020,0.00
Teddy Fire,Butte,13,-121.45372,39.37577,2020,6/18/2020,6/18/2020,0.00
Catholic Fire,Lake,13,-122.637037,39.012743,2020,9/2/2020,9/1/2020,1.00
Murphy Fire,El Dorado,14,-120.876546,38.840068,2020,8/19/2020,8/17/2020,2.00
Bear Fire,Humboldt,15,-123.6378411,40.511092,2020,02/16/2020,2/15/2020,1.00
Brock Fire,Shasta,15,-122.097933,40.837885,2020,6/4/2020,6/4/2020,0.00
River Fire,San Luis Obispo,15,-120.68326,35.62906,2020,6/23/2020,6/22/2020,1.00
Cameron Fire,El Dorado,15,-120.964726,38.659387,2020,10/21/2020,10/18/2020,3.00
Candy Fire,Butte,17,-121.47273,39.42208,2020,5/8/2020,5/8/2020,0.00
Riata Fire,San Luis Obispo,18,-120.56823,35.40953,2020,6/17/2020,6/16/2020,1.00
Silver Fire,Santa Clara,19,-121.726223,37.329163,2020,06/04/2020,6/4/2020,0.00
Sycamore Fire,Fresno,19,-119.33439,36.97511,2020,6/26/2020,6/23/2020,3.00
South Main Fire,Riverside,20,-117.40906,33.65263,2020,03/09/2020,3/6/2020,3.00
Gilman Fire,Riverside,20,-117.024114,33.861054,2020,5/18/2020,5/18/2020,0.00
Spanish Fire,Napa,20,-122.403634,38.697834,2020,5/23/2020,5/22/2020,1.00
Oak Fire,Riverside,20,-116.89655,33.78275,2020,6/8/2020,6/8/2020,0.00
3-2 Fire,San Luis Obispo,20,-120.801074,35.519723,2020,8/17/2020,8/16/2020,1.00
Pony Fire,Sacramento,20,-121.039236,38.464074,2020,10/4/2020,10/3/2020,1.00
Lambert Fire,Amador,21,-121.006635,38.424016,2020,10/6/2020,10/4/2020,2.00
Diamond Fire,Calaveras,21,-120.64541,37.98337,2020,10/15/2020,10/13/2020,2.00
Thomas Fire,Lassen,24,-120.374514,41.591948,2020,12/3/2020,12/3/2020,0.00
Nail Fire,Colusa,25,-122.65813,39.35498,2020,7/9/2020,7/7/2020,2.00
Lincoln Fire,Humboldt,25,-124.19954,40.78804,2020,7/31/2020,7/27/2020,4.00
Red Fire,Tehama,26,-122.43905,40.09554,2020,4/24/2020,4/23/2020,1.00
Grand Fire,Riverside,27,-117.37581,33.638067,2020,6/9/2020,6/8/2020,1.00
Cronan Fire,El Dorado,29,-120.988571,38.827755,2020,06/10/2020,6/9/2020,1.00
Feather Fire,Butte,30,-121.604579,39.506597,2020,7/21/2020,7/20/2020,1.00
Irvine Fire,Contra Costa,30,-122.104314,37.821737,2020,10/12/2020,10/11/2020,1.00
Alum Fire,Santa Clara,31,-121.79349,37.37731,2020,7/11/2020,7/11/2020,0.00
Brandon Fire,El Dorado,32,-120.941267,38.58488,2020,07/08/2020,7/7/2020,1.00
Gage Fire,San Luis Obispo,33,-120.96759,35.69993,2020,6/28/2020,6/28/2020,0.00
Robinson Fire,Butte,33,-121.37994,39.43227,2020,7/15/2020,7/13/2020,2.00
Hopland Fire,Mendocino,34,-80.49163,39.14783,2020,6/14/2020,6/13/2020,1.00
Sophia Fire,El Dorado,36,-121.103299,38.686478,2020,8/2/2020,8/2/2020,0.00
Horn Fire,Lassen,37,-120.288882,40.809323,2020,6/2/2020,6/2/2020,0.00
Karchner Fire,Placer,39,-121.340239,38.98487,2020,6/5/2020,6/5/2020,0.00
Watt Fire,Placer,40,-121.378879,38.733421,2020,6/11/2020,6/11/2020,0.00
Volcano Fire,San Diego,45,-117.328234,33.454896,2020,8/22/2020,8/20/2020,2.00
Sperry Fire,Stanislaus,45,-121.18018,37.46377,2020,9/9/2020,9/8/2020,1.00
Schoolhouse Fire,Siskiyou,45,-122.84057,41.68229,2020,9/17/2020,9/9/2020,8.00
Byron Fire,Contra Costa,47,-121.595225,37.82066,2020,4/27/2020,4/27/2020,0.00
Ben Fire,Mariposa,48,-119.95807,37.42319,2020,7/18/2020,7/15/2020,3.00
Copper Fire,Amador,48,-121.003602,38.49375,2020,10/3/2020,9/30/2020,3.00
257 Fire,Modoc,49,-120.87054,41.4435,2020,11/17/2020,11/17/2020,0.00
Shackleford Fire,Siskiyou,50,-123.021635,41.575549,2020,9/21/2020,9/11/2020,10.00
Ione Fire,Sacramento,51,-121.044895,38.420382,2020,7/26/2020,7/26/2020,0.00
Stage Fire,Monterey,52,-121.57407,36.69845,2020,6/22/2020,6/21/2020,1.00
Water Fire,Riverside,52,-116.641846,33.924086,2020,8/4/2020,8/2/2020,2.00
Placer Fire,San Luis Obispo,53,-120.1243296,35.4335197,2020,11/10/2020,8/25/2020,77.00
Bar Fire,Trinity,55,-122.97693,40.63442,2020,05/01/2020,4/25/2020,6.00
Flint Fire,Calaveras,55,-120.85258,38.03106,2020,8/19/2020,8/19/2020,0.00
Fields Fire,Yuba,56,-121.450982,39.181047,2020,10/7/2020,10/7/2020,0.00
Wood Fire,Lassen,57,-120.49392,40.62155,2020,2/23/2020,2/23/2020,0.00
Indian Fire,Riverside,59,-116.750925,33.565093,2020,06/28/2020,6/26/2020,2.00
Harley Fire,Riverside,60,-117.34934,33.83167,2020,5/28/2020,5/28/2020,0.00
Creek Fire,Contra Costa,60,-86.8616,35.9994,2020,05/30/2020,5/30/2020,0.00
Pope Fire,Napa,61,-122.37828,38.56184,2020,10/25/2020,10/23/2020,2.00
Flat Fire,Trinity,62,-123.437051,40.791509,2020,7/24/2020,6/30/2020,24.00
Mount R Fire,San Bernardino,62,-117.124353,34.182436,2020,7/6/2020,7/3/2020,3.00
3-19 Fire,Mendocino,62,-123.013667,39.276,2020,8/21/2020,8/18/2020,3.00
Duluth Fire,Placer,65,-121.318472,38.81111,2020,8/11/2020,8/10/2020,1.00
Kings Fire,Fresno,67,-119.116536,36.750186,2020,07/07/2020,7/5/2020,2.00
Gyle Fire,Tehama,68,-122.205628,40.000132,2020,06/17/2020,6/17/2020,0.00
Easton Fire,San Bernardino,71,-117.192142,34.135626,2020,7/21/2020,7/20/2020,1.00
Beegum Fire,Tehama,75,-122.8472222,40.33583333,2020,2/24/2020,2/23/2020,1.00
Mountain Meadow Fire,Solano,75,-122.12447,38.21614,2020,7/9/2020,7/6/2020,3.00
Holland Fire,Contra Costa,75,-121.620238,37.977309,2020,7/20/2020,7/20/2020,0.00
McGary Fire,Solano,79,-122.156313,38.196893,2020,6/5/2020,6/5/2020,0.00
Sperry Fire,Stanislaus,80,-121.16483,37.463636,2020,6/8/2020,6/8/2020,0.00
Ridge Fire,Monterey,83,-121.42113,35.9497,2020,6/22/2020,6/17/2020,5.00
Hunters Fire,Mariposa,85,-120.215454,37.61955,2020,6/10/2020,6/7/2020,3.00
Liberty Fire,San Joaquin,89,-121.20828,38.23432,2020,6/18/2020,6/17/2020,1.00
Honcut Fire,Butte,89,-121.53976,39.36894,2020,6/20/2020,6/20/2020,0.00
Border 7 Fire,San Diego,90,-116.690712,32.580882,2020,6/13/2020,6/11/2020,2.00
Casino Fire,Riverside,91,-116.83552,33.48429,2020,7/15/2020,7/13/2020,2.00
Nelson Fire,Butte,95,-121.60037,39.52408,2020,6/17/2020,6/17/2020,0.00
Willow Fire,Contra Costa,100,-122.002811,37.994368,2020,6/7/2020,6/6/2020,1.00
Sierra Fire,Riverside,100,-117.46036,33.82925,2020,6/9/2020,6/8/2020,1.00
Skyline Fire,San Diego,100,-116.7862,32.73044,2020,6/14/2020,6/11/2020,3.00
Cotton Fire,Merced,100,-121.086625,37.091637,2020,07/05/2020,7/5/2020,0.00
Milepost 21 Fire,Humboldt,100,-123.6986222,41.1849445,2020,8/18/2020,7/20/2020,29.00
Border 11 Fire,San Diego,100,-116.77048,32.62212,2020,07/29/2020,7/28/2020,1.00
Antelope Fire,Sierra,102,-120.3291855,39.6923001,2020,2/20/2020,2/17/2020,3.00
Redwood Fire,Humboldt,102,-123.88658,40.55823,2020,10/24/2020,10/23/2020,1.00
Rabbit Fire,Riverside,104,-117.034461,33.934137,2020,7/31/2020,7/30/2020,1.00
Gulch Fire,Sonoma,107,-122.536406,38.216134,2020,6/8/2020,6/6/2020,2.00
Sheridan Fire,Alameda,108,-121.876277,37.536015,2020,7/5/2020,7/4/2020,1.00
Power Fire,Madera,108,-119.50307,37.1487,2020,7/15/2020,7/11/2020,4.00
Nelson Fire,Placer,110,-121.33956,38.89178,2020,6/18/2020,6/18/2020,0.00
Clark Fire,Butte,110,-121.633994,39.647686,2020,8/14/2020,8/14/2020,0.00
San Antonio Fire,Santa Barbara,111,-120.491594,34.773809,2020,9/18/2020,9/16/2020,2.00
Pitzer Fire,San Bernardino,119,-116.97557,34.39464,2020,7/20/2020,7/17/2020,3.00
Iris Fire,Mono,120,-118.711135,37.518879,2020,8/12/2020,7/21/2020,22.00
Post Fire,Los Angeles,120,-118.21608,34.04447,2020,8/4/2020,8/2/2020,2.00
Colleen Fire,Santa Clara,126,-121.851895,37.229703,2020,6/7/2020,6/4/2020,3.00
Smoketree Fire,Riverside,129,-116.524014,33.782532,2020,6/7/2020,6/2/2020,5.00
Fork Fire,Tulare,130,-118.845123,36.37085,2020,6/22/2020,6/18/2020,4.00
San Dimas Fire,Los Angeles,131,-117.778561,34.146195,2020,11/7/2020,11/6/2020,1.00
Dersch Fire,Shasta,133,-122.18102,40.47646,2020,10/27/2020,10/25/2020,2.00
Rabbit Fire,Madera,135,-119.932391,37.118075,2020,7/21/2020,7/20/2020,1.00
Avacado Fire,Butte,136,-121.4319,39.3784,2020,7/3/2020,6/30/2020,3.00
Hill Fire,Colusa,138,-122.359663,39.013591,2020,7/25/2020,7/24/2020,1.00
Lakeville Fire,Sonoma,141,-122.549816,38.224849,2020,6/6/2020,6/5/2020,1.00
Coyote Fire,Santa Clara,143,-121.68465,37.18725,2020,8/26/2020,8/21/2020,5.00
Jack Fire,Riverside,145,-117.033124,33.93327,2020,7/25/2020,7/24/2020,1.00
Patterson Fire,San Joaquin,150,-121.53524,37.71984,2020,7/6/2020,7/6/2020,0.00
Cypress Fire,"Riverside, San Bernardino",150,-117.51476,34.03343,2020,11/03/2020,11/1/2020,2.00
Vineyard Fire,Mendocino,151,-123.21318,38.89695,2020,6/10/2020,6/9/2020,1.00
Acres Fire,Madera,152,-119.982359,37.11715,2020,05/21/2020,5/21/2020,0.00
Grizzly Fire,Glenn,154,-122.384532,39.774968,2020,3/5/2020,3/2/2020,3.00
Hollister Fire,Santa Barbara,156,-120.29379,34.47438,2020,5/9/2020,5/7/2020,2.00
Soda Fire,San Luis Obispo,157,-120.053275,35.393889,2020,7/5/2020,7/3/2020,2.00
Baker Fire,Kern,165,-118.6894,35.27678,2020,6/18/2020,6/17/2020,1.00
Bruder Fire,San Bernardino,170,-117.138078,34.014728,2020,10/16/2020,10/15/2020,1.00
Cornell Fire,Ventura,174,-119.078,34.33622,2020,12/8/2020,12/7/2020,1.00
Mina Fire,Mendocino,177,-123.262437,39.82454,2020,8/12/2020,8/10/2020,2.00
Castaic Fire,Los Angeles,178,-118.59699,34.51853,2020,9/14/2020,8/1/2020,44.00
Mann Fire,Riverside,180,-117.51793,33.96957,2020,03/06/2020,3/3/2020,3.00
Carrizo Fire,San Luis Obispo,183,-119.987565,35.308259,2020,8/12/2020,8/12/2020,0.00
Brook Fire,San Bernardino,185,-117.45479,34.25143,2020,8/1/2020,7/29/2020,3.00
Cornetts Fire,Mariposa,191,-120.08522,37.40827,2020,6/16/2020,6/13/2020,3.00
Hunter Fire,Monterey,195,-121.08753,35.90835,2020,6/25/2020,6/21/2020,4.00
Elsmere Fire,Los Angeles,200,-118.49731,34.3428,2020,8/6/2020,8/3/2020,3.00
Cerritos Fire,Riverside,200,-117.051463,33.773754,2020,12/04/2020,12/3/2020,1.00
Diablo Fire,Stanislaus,202,-121.18355,37.46265,2020,6/26/2020,6/25/2020,1.00
R-3 Fire,Lassen,210,-120.04635,40.44793,2020,6/26/2020,6/24/2020,2.00
Texas Fire,Los Angeles,210,-118.46115,-118.46115,2020,9/14/2020,8/6/2020,39.00
Baseball Fire,"Glenn, Mendocino",211,-122.9411111,39.75638899,2020,3/3/2020,2/25/2020,7.00
Bitterwater Fire,Monterey,211,-121.0781,36.2644,2020,06/08/2020,6/7/2020,1.00
Springs Fire,Tulare,217,-118.8613,35.89133,2020,6/22/2020,6/19/2020,3.00
Dam Fire,Los Angeles,220,-117.889503,34.17363,2020,8/14/2020,7/30/2020,15.00
Bradley Fire,Monterey,230,-120.81509,35.94979,2020,6/9/2020,6/8/2020,1.00
Martindale Fire,Los Angeles,230,-118.4,34.563,2020,9/30/2020,9/28/2020,2.00
Sheep Fire,Kern,233,-118.7933,35.14357,2020,7/31/2020,7/30/2020,1.00
Acres Fire,Madera,237,-119.93221,37.11806,2020,06/01/2020,6/1/2020,0.00
Karen Fire,Riverside,250,-117.429598,34.028116,2020,7/28/2020,7/25/2020,3.00
Hollow Fire,Alameda,253,-121.59374,37.64044,2020,7/19/2020,7/16/2020,3.00
Bend Fire,San Luis Obispo,263,-119.88048,35.30742,2020,6/28/2020,6/25/2020,3.00
Carter Fire,Imperial,275,-115.5865,32.93432,2020,4/12/2020,4/4/2020,8.00
4-8 Fire,Glenn,275,-122.5012461,39.555943,2020,8/19/2020,8/17/2020,2.00
Point Fire (Shasta and Tehama County),"Shasta, Tehama",275,-122.39033,40.38869,2020,10/27/2020,10/25/2020,2.00
Fort Fire,Kern,277,-118.92967,34.93929,2020,8/7/2020,8/6/2020,1.00
Aurora Fire,Mono,280,-119.00289,38.22554,2020,7/2/2020,6/26/2020,6.00
R-1 Fire,Lassen,285,-120.549595,40.590714,2020,8/12/2020,8/11/2020,1.00
Johnson Fire,Los Angeles,290,-118.36411,34.65979,2020,8/30/2020,8/28/2020,2.00
California Fire,Contra Costa,298,-122.25471,38.02996,2020,07/08/2020,7/6/2020,2.00
Wildlife Fire,Solano,300,-122.042199,38.232281,2020,6/4/2020,6/3/2020,1.00
Elizabeth Fire,Ventura,300,-119.17808,34.29475,2020,6/12/2020,6/10/2020,2.00
Whale Fire,San Luis Obispo,320,-120.856731,35.472114,2020,8/19/2020,8/15/2020,4.00
Ridge Fire,Los Angeles,321,-118.72004,34.75844,2020,7/30/2020,7/27/2020,3.00
Pass Fire,San Luis Obispo,322,-120.40457,35.61521,2020,8/5/2020,8/4/2020,1.00
Platina Fire,Shasta,333,-122.792645,40.462621,2020,7/27/2020,7/19/2020,8.00
Rico Fire,Monterey,348,-120.87858,35.9789,2020,6/23/2020,6/22/2020,1.00
Park Fire,Santa Clara,353,-121.567505,37.166733,2020,7/6/2020,7/4/2020,2.00
Hensley Fire,Madera,400,-119.88673,37.08053,2020,8/30/2020,8/30/2020,0.00
Soda Fire,Kern,424,-119.444977,34.962524,2020,8/12/2020,8/12/2020,0.00
Avila Fire,San Luis Obispo,445,-120.69959,35.17977,2020,6/19/2020,6/15/2020,4.00
Candy Fire,Riverside,454,-117.374419,33.764357,2020,9/30/2020,9/29/2020,1.00
Bonadelle Fire,Madera,500,-119.9252132,36.9678542,2020,7/3/2020,7/2/2020,1.00
Valley Fire,Yuba,500,-121.33589,39.10112,2020,7/15/2020,7/15/2020,0.00
Meiss Fire,Sacramento,512,-121.172572,38.474502,2020,8/14/2020,8/13/2020,1.00
Hog Fire,Fresno,533,-119.36572,36.82276,2020,7/8/2020,6/12/2020,26.00
Badger Fire,Siskiyou,557,-122.69296,41.79319,2020,7/28/2020,7/18/2020,10.00
Sites Fire,Colusa,560,-122.48525,39.31313,2020,8/5/2020,8/2/2020,3.00
R-2 Fire,Lassen,563,-120.28147,40.43203,2020,6/26/2020,6/23/2020,3.00
R-8 Pinecone Fire,Lassen,567,-120.536,40.773,2020,8/31/2020,8/26/2020,5.00
Lake Fire,San Luis Obispo,583,-120.00485,35.351065,2020,NA,7/5/2020,NA
Trimmer Fire,Fresno,594,-119.2439,36.90933,2020,8/20/2020,8/4/2020,16.00
Beale Fire,Yuba,600,-121.38178,39.11307,2020,8/3/2020,8/2/2020,1.00
Rowher Fire,Los Angeles,648,-118.324601,34.542742,2020,7/5/2020,7/1/2020,4.00
Amoruso Fire,Placer,670,-121.390862,38.824371,2020,NA,6/1/2020,NA
Stump Fire,Tehama,684,-121.6415,40.34659,2020,9/14/2020,8/1/2020,44.00
Drum Fire,Santa Barbara,696,-120.28867,34.63309,2020,06/16/2020,6/14/2020,2.00
Jones Fire,Nevada,705,-121.100352,39.29241,2020,8/28/2020,8/17/2020,11.00
Elk Fire,Glenn,727,-122.427358,39.52452,2020,8/17/2020,8/16/2020,1.00
Clay Fire,Sacramento,741,-121.17197,38.40329,2020,7/30/2020,7/29/2020,1.00
Cottonwood Fire,Merced,788,-121.101634,37.083806,2020,07/29/2020,7/27/2020,2.00
Lime Fire,Ventura,803,-118.77347,34.46182,2020,6/17/2020,6/10/2020,7.00
Bitter Fire,San Benito,813,-120.92925,36.3011,2020,6/21/2020,6/16/2020,5.00
Creek Fire,Mendocino,820,-123.2111007,39.8174372,2020,8/21/2020,8/18/2020,3.00
Grade Fire,Tulare,1050,-119.19677,36.5537,2020,6/26/2020,6/22/2020,4.00
Airport Fire,Riverside,1087,-117.62109,33.893351,2020,12/12/2020,12/1/2020,11.00
India Fire,San Diego,1100,-117.47166,33.37579,2020,6/12/2020,6/9/2020,3.00
Oak Fire,Mendocino,1100,-123.3965,39.4935,2020,9/14/2020,9/7/2020,7.00
Bullfrog Fire,Fresno,1185,-119.027309,37.135474,2020,11/9/2020,9/12/2020,58.00
Willow Fire,Yuba,1311,-121.32361,39.3637,2020,9/14/2020,9/9/2020,5.00
Scorpion Fire,Santa Barbara,1395,-119.74577,34.01389,2020,06/01/2020,5/31/2020,1.00
Walker Fire,Calaveras,1455,-120.72958,38.07741,2020,6/20/2020,6/16/2020,4.00
Coyote Fire,San Benito,1485,-121.04401,36.653,2020,7/18/2020,7/15/2020,3.00
Soledad Fire,Los Angeles,1525,-118.328877,34.467915,2020,7/10/2020,7/5/2020,5.00
Soda Fire,San Luis Obispo,1680,-120.00521,35.35146,2020,6/11/2020,6/10/2020,1.00
Salt Fire,Calaveras,1783,-120.763258,38.027921,2020,08/24/2020,8/18/2020,6.00
Quail Fire,Solano,1837,-122.038208,38.470809,2020,6/10/2020,6/6/2020,4.00
Sanderson Fire,Riverside,1954,-117.03459,33.93244,2020,12/14/2020,12/13/2020,1.00
Pond Fire,San Luis Obispo,2005,-120.47346,35.43128,2020,8/9/2020,8/1/2020,8.00
Interstate 5 Fire,Kings,2060,-120.106407,36.075003,2020,5/3/2020,5/3/2020,0.00
Hills Fire,Fresno,2121,-120.427342,36.09876,2020,08/24/2020,8/15/2020,9.00
Fox Fire,Siskiyou,2188,-122.847359,41.211022,2020,9/30/2020,9/16/2020,14.00
Pass Fire,Merced,2192,-121.21912,37.06641,2020,7/3/2020,6/28/2020,5.00
Moc Fire,Tuolumne,2857,-120.312565,37.813779,2020,8/30/2020,8/20/2020,10.00
Poeville Fire,State of Nevada,2975,-119.81098,39.32596,2020,7/6/2020,6/27/2020,9.00
Holser Fire,Ventura,3000,-118.758965,34.438759,2020,11/10/2020,8/17/2020,85.00
Branch Fire,San Luis Obispo,3222,-120.00521,35.35146,2020,8/1/2020,7/28/2020,4.00
Bena Fire,Kern,4000,-118.702732,35.310132,2020,7/3/2020,7/1/2020,2.00
Ranch 2 Fire,Los Angeles,4237,-117.910498,34.160265,2020,10/5/2020,8/13/2020,53.00
Woodward Fire,Marin,4929,-122.836701,38.018089,2020,10/2/2020,8/18/2020,45.00
Range Fire,San Luis Obispo,5000,-120.70524,35.34237,2020,5/28/2020,5/27/2020,1.00
Grant Fire,Sacramento,5042,-121.201927,38.520981,2020,6/17/2020,6/12/2020,5.00
Crews Fire,Santa Clara,5513,-121.501532,37.034839,2020,7/13/2020,7/5/2020,8.00
Snow Fire,Riverside,6254,-116.68386,33.88831,2020,10/06/2020,9/17/2020,19.00
Bond Fire,Orange,6686,-117.674967,33.743842,2020,12/10/2020,12/2/2020,8.00
North Fire,Lassen,6882,-120.44811,40.36764,2020,8/10/2020,8/2/2020,8.00
Carmel Fire,Monterey,6901,-121.68181,36.4463,2020,09/04/2020,8/18/2020,17.00
Stagecoach Fire,Kern,7760,-118.53361,35.43044,2020,8/18/2020,8/3/2020,15.00
Hog Fire,Lassen,9564,-120.86375,40.420886,2020,8/17/2020,7/18/2020,30.00
Silverado Fire,Orange,12466,-117.65719,33.73614,2020,11/7/2020,10/26/2020,12.00
Blue Ridge Fire,Orange,13964,-117.675067,33.877257,2020,11/7/2020,10/26/2020,12.00
Valley Fire,San Diego,16390,-116.692705,32.765615,2020,9/24/2020,9/5/2020,19.00
Butte/Tehama/Glenn Lightning Complex (Tehama/Glenn Zone),"Tehama, Glenn",19609,-122.4393,40.09571,2020,10/9/2020,8/17/2020,53.00
Gold Fire,Lassen,22614,-120.923293,41.11037,2020,8/12/2020,7/20/2020,23.00
El Dorado Fire,"San Bernardino, Riverside",22744,-116.98669,34.08056,2020,11/16/2020,9/5/2020,72.00
Sheep Fire,Plumas,29570,-120.757,40.274,2020,9/9/2020,8/22/2020,18.00
Mineral Fire,Fresno,29667,-120.52193,36.09493,2020,7/26/2020,7/13/2020,13.00
